book_id,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1575,9781590387430,"John Green, Maureen Johnson, Lauren Myracle",2014,Paranormalcy,Let It Snow: Three Holiday Romances,3.84,57632,1110,4837,20638,28643,21289,https://images.gr-assets.com/books/1489409554m/3213286.jpg,https://images.gr-assets.com/books/1489409554s/3213286.jpg
1576,9781455806850,Stephen King,1987,Eclipse: The Official Illustrated Movie Companion,"Full Dark, No Stars",4.03,60672,682,2494,14005,28981,23185,https://images.gr-assets.com/books/1327892855m/7912007.jpg,https://images.gr-assets.com/books/1327892855s/7912007.jpg
1577,9780307269200,Atul Gawande,2010,The Shoemaker's Wife,Being Mortal: Medicine and What Matters in the End,4.4,56510,982,1507,5579,19732,37767,https://images.gr-assets.com/books/1408324949m/20696006.jpg,https://images.gr-assets.com/books/1408324949s/20696006.jpg
1578,9781416995590,Dean Koontz,1879,Rise of the Evening Star,Intensity,4.04,58062,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg,https://images.gr-assets.com/books/1308458213s/32439.jpg
1579,9780307268200,Chelsea Handler,1959,The Next Always,Chelsea Chelsea Bang Bang,3.81,55355,1536,4300,15147,19625,17331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1580,9780142401650,"Henrik Ibsen, Michael   Meyer",1961,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],A Doll's House,3.69,69450,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg,https://images.gr-assets.com/books/1427119396s/37793.jpg
1581,9781590860620,James A. Michener,2006,We'll Always Have Summer,Hawaii,4.18,59963,561,1806,10458,21787,27036,https://images.gr-assets.com/books/1415585664m/12658.jpg,https://images.gr-assets.com/books/1415585664s/12658.jpg
1582,9780842377510,Richard Yates,1966,Open: An Autobiography,Revolutionary Road,3.89,56550,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg,https://images.gr-assets.com/books/1353721885s/48328.jpg
1583,9780316132910,"Rachel Cohn, David Levithan",2011,Alex Rider: Stormbreaker,Nick & Norah's Infinite Playlist,3.73,60372,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1584,9780575076820,"Tom Stoppard, Henry Popkin",1996,Without Fail ,Rosencrantz and Guildenstern Are Dead,4.06,67077,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg
1585,9781594488850,Maggie Stiefvater,2010,A Voice in the Wind,"Forever (The Wolves of Mercy Falls, #3)",3.91,85034,2005,6338,21233,29682,32030,https://images.gr-assets.com/books/1285771367m/9409458.jpg,https://images.gr-assets.com/books/1285771367s/9409458.jpg
1586,9781416534730,Alex Garland,2012,A Scanner Darkly ,The Beach,3.91,52333,838,3254,13336,22974,17181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1587,9781563894700,"Beth Hoffman, Jenna Lamia",2002,Drive: The Surprising Truth About What Motivates Us,Saving CeeCee Honeycutt,3.92,54341,837,3460,15864,26904,19817,https://images.gr-assets.com/books/1348364490m/6617928.jpg,https://images.gr-assets.com/books/1348364490s/6617928.jpg
1588,9780811201890,Charlaine Harris,1955,A Connecticut Yankee in King Arthur's Court,"Deadlocked (Sookie Stackhouse, #12)",3.65,65932,2104,8469,25761,26265,20003,https://images.gr-assets.com/books/1357995380m/10407279.jpg,https://images.gr-assets.com/books/1357995380s/10407279.jpg
1589,9780785268830,Stephen King,1972,Batman: The Long Halloween,Everything's Eventual: 14 Dark Tales,3.94,60932,492,2870,17240,26553,20182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1590,9781606410420,Beverly Cleary,1996,La Nausée,"Beezus and Ramona (Ramona, #1)",3.97,75987,1553,3774,18481,27259,28072,https://images.gr-assets.com/books/1408924681m/91244.jpg,https://images.gr-assets.com/books/1408924681s/91244.jpg
1591,9780312349490,Ursula K. Le Guin,1982,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)","The Farthest Shore (Earthsea Cycle, #3)",4.11,65626,765,2518,13315,25482,28681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1592,9780689845370,Michael Crichton,2004,Twelve Sharp,Airframe,3.66,59229,1251,5523,20402,22606,13638,https://images.gr-assets.com/books/1405420599m/7667.jpg,https://images.gr-assets.com/books/1405420599s/7667.jpg
1593,9780451462560,Raymond E. Feist,1994,Wool,"Magician: Apprentice (The Riftwar Saga, #1)",4.17,62432,806,2358,10465,22606,28713,https://images.gr-assets.com/books/1408317983m/13812.jpg,https://images.gr-assets.com/books/1408317983s/13812.jpg
1594,9780140439080,Jennifer Crusie,2014,The Tombs of Atuan,Bet Me,3.95,70737,1759,4253,16515,24613,26339,https://images.gr-assets.com/books/1316129534m/854757.jpg,https://images.gr-assets.com/books/1316129534s/854757.jpg
1595,9780399219210,Nelson Mandela,1989,Turn Coat,Long Walk to Freedom,4.31,43927,664,1050,5745,15748,24714,https://images.gr-assets.com/books/1327997342m/318431.jpg,https://images.gr-assets.com/books/1327997342s/318431.jpg
1596,9780963192550,John Grisham,1930,The Sign of Four,Gray Mountain,3.52,37379,2111,6961,19259,19923,11133,https://images.gr-assets.com/books/1403704671m/20707959.jpg,https://images.gr-assets.com/books/1403704671s/20707959.jpg
1597,9780385733590,Bryce Courtenay,2011,РУКАВИЧКА: Українська народна казка,"The Power of One (The Power of One, #1)",4.34,57312,698,1628,6814,18645,32790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1598,9780689832130,Dashiell Hammett,1999,Memnoch The Devil,The Maltese Falcon,3.92,58742,1107,3626,15765,25802,21048,https://images.gr-assets.com/books/1306421260m/29999.jpg,https://images.gr-assets.com/books/1306421260s/29999.jpg
1599,9780441015660,Kristin Hannah,1995,The Magician: The Secrets of The Immortal Nicholas Flamel,Night Road,4.17,58028,679,2158,9867,24088,26967,https://images.gr-assets.com/books/1282369257m/8949352.jpg,https://images.gr-assets.com/books/1282369257s/8949352.jpg
1600,9780765328660,Lee Child,2010,"Click, Clack, Moo: Cows That Type","Tripwire  (Jack Reacher, #3)",4.07,55251,348,1899,13129,29196,22923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1601,9781423321680,Daniel Goleman,1936,Iron Kissed,Emotional Intelligence: Why It Can Matter More Than IQ,3.98,47661,972,2454,11475,19883,18357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1602,9780380714760,Jim Butcher,2007,Anna Dressed in Blood,"Changes (The Dresden Files, #12)",4.54,66402,179,541,4967,21320,45474,https://images.gr-assets.com/books/1304027244m/6585201.jpg,https://images.gr-assets.com/books/1304027244s/6585201.jpg
1603,9781565125960,"Munro Leaf, Robert Lawson",1819,"Temple of the Winds (Sword of Truth, #4)",The Story of Ferdinand,4.35,70961,925,1842,9512,18694,41574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1604,9780380729400,Ellen Hopkins,2004,The True Confessions of Charlotte Doyle,"Impulse (Impulse, #1)",4.29,59804,969,2252,8580,16502,33702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1605,9781400033420,Walter Scott,1996,A Reliable Wife,Ivanhoe,3.75,65828,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
1606,9780394298660,Janet Evanovich,2010,Something Wicked This Way Comes,"Ten Big Ones (Stephanie Plum, #10)",4.13,76052,231,1800,16072,31940,30852,https://images.gr-assets.com/books/1171076278m/86663.jpg,https://images.gr-assets.com/books/1171076278s/86663.jpg
1607,9780802139250,Michael Connelly,2010,Song of Solomon,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",4.19,56191,463,1421,9481,24104,25316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1608,9780385517870,Kiersten White,2012,Red Storm Rising,"Paranormalcy (Paranormalcy, #1)",3.91,79959,2417,5678,18581,26208,29948,https://images.gr-assets.com/books/1496938681m/7719245.jpg,https://images.gr-assets.com/books/1496938681s/7719245.jpg
1609,9780812565960,Mark Cotta Vaz,2006,Peace Like a River,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",4.44,50084,560,1200,6140,10023,32452,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1610,9780307021340,Adriana Trigiani,2011,Rant: An Oral Biography of Buster Casey,The Shoemaker's Wife,3.98,53378,792,2976,13162,25169,19947,https://images.gr-assets.com/books/1329256279m/13127599.jpg,https://images.gr-assets.com/books/1329256279s/13127599.jpg
1611,9780440235590,Brandon Mull,2007,Shadow of the Hegemon,"Rise of the Evening Star (Fablehaven, #2)",4.16,79266,2077,2777,12524,26994,37370,https://images.gr-assets.com/books/1386633982m/784911.jpg,https://images.gr-assets.com/books/1386633982s/784911.jpg
1612,9781587263900,"Nora Roberts, MacLeod Andrews",2011,تراب الماس,"The Next Always (Inn BoonsBoro, #1)",4.11,54777,962,2449,11776,21571,26323,https://images.gr-assets.com/books/1491591796m/10305231.jpg,https://images.gr-assets.com/books/1491591796s/10305231.jpg
1613,9781423100060,"Haruki Murakami, Philip Gabriel",2009,The Poky Little Puppy (a Little Golden Book),What I Talk About When I Talk About Running,3.79,49344,820,3864,17403,25073,14580,https://images.gr-assets.com/books/1473397159m/2195464.jpg,https://images.gr-assets.com/books/1473397159s/2195464.jpg
1614,9780441014740,Jenny Han,2000,Tara Road,"We'll Always Have Summer (Summer, #3)",4.17,68112,1305,3605,11571,19752,35154,https://images.gr-assets.com/books/1327054226m/8680278.jpg,https://images.gr-assets.com/books/1327054226s/8680278.jpg
1615,9780451464410,"Andre Agassi, J.R. Moehringer",2002,The Call of the Wild / White Fang,Open,4.18,47185,653,1512,7611,20869,22056,https://images.gr-assets.com/books/1320520930m/6480781.jpg,https://images.gr-assets.com/books/1320520930s/6480781.jpg
1616,9780399154100,Anthony Horowitz,1993,"Ignite Me (Shatter Me, #3)","Stormbreaker (Alex Rider, #1)",3.97,67602,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
1617,9780312330870,"Lee Child, Dick Hill",2005,Cross My Heart and Hope to Spy,"Without Fail (Jack Reacher, #6)",4.16,53411,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1618,9780316921180,"Francine Rivers, Richard Ferrone",1977,Blood Bound,"A Voice in the Wind (Mark of the Lion, #1)",4.6,55556,680,903,3382,10680,41275,https://images.gr-assets.com/books/1459567327m/95617.jpg,https://images.gr-assets.com/books/1459567327s/95617.jpg
1619,9780812967130,Stephenie Meyer,2008,Cold Days,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",4.31,56827,2262,2306,6572,10599,36050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1620,9780062041260,Philip K. Dick,1889,The Friday Night Knitting Club,A Scanner Darkly,4.04,54014,767,2537,12216,24238,21786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1621,9780061922310,Daniel H. Pink,1997,All Things Bright and Beautiful,Drive: The Surprising Truth About What Motivates Us,3.95,55889,1364,2883,12674,23552,19427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1622,9780375822070,Mark Twain,1938,Infinite Jest,A Connecticut Yankee in King Arthur's Court,3.76,50112,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1623,9789504915250,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",2001,Tangled,Batman: The Long Halloween,4.29,54781,767,1573,7332,18937,30031,https://images.gr-assets.com/books/1350137101m/106069.jpg,https://images.gr-assets.com/books/1350137101s/106069.jpg
1624,9780141183530,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",2009,The Day of the Triffids,Nausea,3.91,50876,1414,3923,13419,22059,20095,https://images.gr-assets.com/books/1377674928m/298275.jpg,https://images.gr-assets.com/books/1377674928s/298275.jpg
1625,9781903436580,John Eldredge,2006,The Sisters Brothers,Wild at Heart: Discovering the Secret of a Man's Soul,3.93,50215,2397,3616,9966,16037,20597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1626,9780670012950,Brandon Mull,2011,Secret Daughter,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",4.35,60744,925,1306,6784,19284,34272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1627,9781627792130,Janet Evanovich,1970,Fantastic Mr Fox,"Twelve Sharp (Stephanie Plum, #12)",4.14,74747,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg,https://images.gr-assets.com/books/1316727699s/3507.jpg
1628,9780060541440,Hugh Howey,2009,Brida,"Wool (Wool, #1)",4.12,59191,982,2571,9520,22139,24532,https://images.gr-assets.com/books/1327889474m/12287209.jpg,https://images.gr-assets.com/books/1327889474s/12287209.jpg
1629,9780849900420,Ursula K. Le Guin,1890,A Room of One's Own,"The Tombs of Atuan (Earthsea Cycle, #2)",4.07,61457,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg
1630,9781250049550,Jim Butcher,1929,Warbreaker,"Turn Coat (The Dresden Files, #11)",4.45,64089,97,364,5657,26094,37870,https://images.gr-assets.com/books/1304027128m/3475161.jpg,https://images.gr-assets.com/books/1304027128s/3475161.jpg
1631,9780812973010,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1995,Sonnets,The Sign of Four,3.96,60469,446,2684,18124,29478,21646,https://images.gr-assets.com/books/1299346921m/608474.jpg,https://images.gr-assets.com/books/1299346921s/608474.jpg
1632,9780007423290,Jan Brett,2008,What Happened to Goodbye,The Mitten,4.23,66701,732,2383,11271,18933,33866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1633,9780385265710,Anne Rice,1999,Six of Crows,"Memnoch the Devil (The Vampire Chronicles, #5)",3.73,62641,2335,6781,18146,19292,20834,https://images.gr-assets.com/books/1301778006m/31338.jpg,https://images.gr-assets.com/books/1301778006s/31338.jpg
1634,9780385333870,Michael Scott,2008,13 Little Blue Envelopes,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",4.09,67539,891,2685,13791,26201,28122,https://images.gr-assets.com/books/1320396250m/2402971.jpg,https://images.gr-assets.com/books/1320396250s/2402971.jpg
1635,9780060872980,"Doreen Cronin, Betsy Lewin",2011,Same Kind of Different as Me,"Click, Clack, Moo: Cows That Type",4.23,67171,1028,2671,10968,18473,34858,https://images.gr-assets.com/books/1423222939m/766955.jpg,https://images.gr-assets.com/books/1423222939s/766955.jpg
1636,9780689852240,Patricia Briggs,1997,Carry On,"Iron Kissed (Mercy Thompson, #3)",4.36,83051,318,1191,10100,31538,45296,https://images.gr-assets.com/books/1358229529m/1412138.jpg,https://images.gr-assets.com/books/1358229529s/1412138.jpg
1637,9781416523710,Kendare Blake,1990,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Anna Dressed in Blood (Anna, #1)",3.96,72732,2227,4806,16096,26004,29103,https://images.gr-assets.com/books/1398637405m/9378297.jpg,https://images.gr-assets.com/books/1398637405s/9378297.jpg
1638,9780749935340,"Terry Goodkind, Dick Hill",2009,Beneath This Man ,"Temple of the Winds (Sword of Truth, #4)",4.03,57476,1127,3324,12471,21718,24068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1639,9780143039620,Avi,1962,Prince of Thorns,The True Confessions of Charlotte Doyle,3.81,67608,2052,5333,17956,23475,21390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1640,9780434020800,Robert Goolrick,1977,The Book of Ruth,A Reliable Wife,3.25,58348,4195,10812,24592,20908,7734,https://images.gr-assets.com/books/1404576577m/4929705.jpg,https://images.gr-assets.com/books/1404576577s/4929705.jpg
1641,9780140143450,Ray Bradbury,1986,Galápagos,"Something Wicked This Way Comes (Green Town, #2)",3.95,64813,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,https://images.gr-assets.com/books/1409596011s/248596.jpg
1642,9780451205360,Toni Morrison,2001,Next,Song of Solomon,4.01,59756,1255,3248,12645,23232,23253,https://images.gr-assets.com/books/1451448230m/11334.jpg,https://images.gr-assets.com/books/1451448230s/11334.jpg
1643,9780743418710,Tom Clancy,2007,Leaves of Grass,Red Storm Rising,4.14,54930,504,2047,10861,21074,24494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1644,9780345403960,Leif Enger,2000,Blue Dahlia,Peace Like a River,3.98,59642,1061,3450,13018,22443,21645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1645,9780575070710,Chuck Palahniuk,2010,Lady Chatterley's Lover,Rant,3.82,49255,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1646,9781400067700,Orson Scott Card,1942,The Magician King,"Shadow of the Hegemon (Ender's Shadow, #2)",3.93,58991,521,2740,15150,26062,17788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1647,9780553805480,أحمد مراد,1998,Liar's Poker: Rising Through the Wreckage on Wall Street,تراب الماس,4.09,43016,995,2050,7402,16743,18418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1648,9780451463790,"Janette Sebring Lowrey, Gustaf Tenggren",1906,Salem Falls,The Poky Little Puppy (A Little Golden Book),4.08,62571,1261,3654,13263,15823,29753,https://images.gr-assets.com/books/1320424154m/505304.jpg,https://images.gr-assets.com/books/1320424154s/505304.jpg
1649,9781580495770,Maeve Binchy,2014,Belgarath the Sorcerer,Tara Road,3.88,60154,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg
1650,9781416947400,Jack London,2007,The Great Dune Trilogy,The Call of the Wild/White Fang,4.08,61126,1001,2750,12179,21498,25957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1651,9780345468640,Tahereh Mafi,2007,My Name Is Lucy Barton,"Ignite Me (Shatter Me, #3)",4.44,83767,1250,2349,8392,21686,56894,https://images.gr-assets.com/books/1375972497m/13188676.jpg,https://images.gr-assets.com/books/1375972497s/13188676.jpg
1652,9780312349490,Ally Carter,2012,Garden Spells,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",4.13,69733,1351,2980,13191,23328,32554,https://images.gr-assets.com/books/1342448094m/568645.jpg,https://images.gr-assets.com/books/1342448094s/568645.jpg
1653,9780451529760,Patricia Briggs,2006,Ghost Story,"Blood Bound (Mercy Thompson, #2)",4.31,84677,278,1259,11617,34357,42999,https://images.gr-assets.com/books/1358229157m/285205.jpg,https://images.gr-assets.com/books/1358229157s/285205.jpg
1654,9780451219950,Jim Butcher,1973,Narrative of the Life of Frederick Douglass,"Cold Days (The Dresden Files, #14)",4.51,57779,118,504,4698,21232,39457,https://images.gr-assets.com/books/1345145377m/12216302.jpg,https://images.gr-assets.com/books/1345145377s/12216302.jpg
1655,9780785264700,Kate Jacobs,1996,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",3.41,60812,2739,8547,23141,20621,10017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1656,9780785121440,James Herriot,2013,Pawn of Prophecy,All Things Bright and Beautiful (All Creatures Great and Small),4.3,57626,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1657,9780670026630,David Foster Wallace,1951,Lean Mean Thirteen,Infinite Jest,4.31,46742,2185,2534,5156,12252,34610,https://images.gr-assets.com/books/1446876799m/6759.jpg,https://images.gr-assets.com/books/1446876799s/6759.jpg
1658,9780806527280,Emma Chase,2011,The Jungle Books,"Tangled (Tangled, #1)",4.12,59705,2243,4107,14308,29042,40524,https://images.gr-assets.com/books/1375808439m/18297707.jpg,https://images.gr-assets.com/books/1375808439s/18297707.jpg
1659,9780099448570,John Wyndham,2010,Glass Houses,The Day of the Triffids,4,58945,643,2695,14438,26577,21443,https://images.gr-assets.com/books/1320530145m/530965.jpg,https://images.gr-assets.com/books/1320530145s/530965.jpg
1660,9780385334140,"Patrick deWitt, Marcelo Barbão",1970,The Dark Tower: The Gunslinger Born,The Sisters Brothers,3.83,51694,1001,3418,14340,26611,14177,https://images.gr-assets.com/books/1291999900m/9850443.jpg,https://images.gr-assets.com/books/1291999900s/9850443.jpg
1661,9780061241900,Shilpi Somaya Gowda,1990,The Lake House,Secret Daughter,3.97,52734,502,2337,12696,26379,17084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1662,9780451526760,"Roald Dahl, Quentin Blake",1929,A Tale for the Time Being,Fantastic Mr. Fox,4.03,66015,740,3331,16818,26508,27752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1663,9780440416790,"Paulo Coelho, Montserrat Mira",2009,I Hope They Serve Beer in Hell,Brida,3.46,45905,2936,7653,16869,14785,11874,https://images.gr-assets.com/books/1403772793m/68591.jpg,https://images.gr-assets.com/books/1403772793s/68591.jpg
1664,9781594633120,Virginia Woolf,1592,Rule,A Room of One's Own,4.1,59868,1097,3031,12558,26448,28834,https://images.gr-assets.com/books/1327883012m/18521.jpg,https://images.gr-assets.com/books/1327883012s/18521.jpg
1665,9780553588260,Brandon Sanderson,2011," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]","Warbreaker (Warbreaker, #1)",4.22,55948,322,1337,9533,26899,27397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1666,9780767919390,"William Shakespeare, Katherine Duncan-Jones",2015,Mother Night,Shakespeare's Sonnets,4.24,58291,902,1890,9671,19809,31385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1667,9780060555960,Sarah Dessen,2005,Influence: The Psychology of Persuasion,What Happened to Goodbye,3.97,69636,1000,3765,16998,25820,25393,https://images.gr-assets.com/books/1347810788m/8492856.jpg,https://images.gr-assets.com/books/1347810788s/8492856.jpg
1668,9780312948560,Leigh Bardugo,2005,The Fall of the House of Usher and Other Writings,"Six of Crows (Six of Crows, #1)",4.46,90202,1100,1725,7886,29552,61001,https://images.gr-assets.com/books/1500689111m/23437156.jpg,https://images.gr-assets.com/books/1500689111s/23437156.jpg
1669,9780099489990,Maureen Johnson,2015,Harriet the Spy,"13 Little Blue Envelopes (Little Blue Envelope, #1)",3.65,66950,2447,7061,20927,23036,17357,https://images.gr-assets.com/books/1375030179m/17020.jpg,https://images.gr-assets.com/books/1375030179s/17020.jpg
1670,9780143038110,"Ron Hall, Denver Moore, Lynn Vincent",2003,The Paying Guests,Same Kind of Different as Me,4.21,52964,712,2248,8544,18957,27660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
